user_id,city,session_date,stale_saved_address,app_opened,browsed,added_to_cart,reached_checkout,order_placed
198,Pune,2026-05-17,False,True,True,False,False,False
199,Delhi,2026-05-18,False,True,True,True,False,False
200,Mumbai,2026-05-16,True,True,False,False,False,False
201,Pune,2026-05-22,True,True,False,False,False,False
202,Pune,2026-05-07,False,True,True,False,False,False
203,Pune,2026-05-18,False,True,True,True,True,True
204,Kolkata,2026-05-31,False,True,True,True,False,False
205,Bengaluru,2026-06-09,False,True,True,True,False,False
206,Hyderabad,2026-05-29,False,True,True,False,False,False
207,Pune,2026-06-11,False,True,True,True,False,False
208,Bengaluru,2026-06-24,False,True,True,True,True,True
209,Pune,2026-06-18,False,True,True,True,False,False
210,Delhi,2026-05-10,False,True,True,True,True,True
211,Pune,2026-05-14,False,True,True,False,False,False
212,Pune,2026-05-25,True,True,True,False,False,False
213,Delhi,2026-06-26,False,True,True,True,False,False
214,Bengaluru,2026-06-29,False,True,True,False,False,False
215,Bengaluru,2026-05-13,False,True,False,False,False,False
216,Hyderabad,2026-06-28,False,True,True,False,False,False
217,Bengaluru,2026-06-14,False,True,True,True,True,False
218,Kolkata,2026-05-05,False,True,True,False,False,False
219,Bengaluru,2026-05-20,True,True,False,False,False,False
220,Mumbai,2026-06-04,True,True,True,False,False,False
221,Bengaluru,2026-06-07,True,True,True,False,False,False
222,Hyderabad,2026-05-14,False,True,True,True,True,True
223,Bengaluru,2026-05-25,False,True,True,True,False,False
224,Bengaluru,2026-06-28,True,True,True,True,False,False
225,Mumbai,2026-05-18,False,True,True,True,True,True
226,Pune,2026-06-01,False,True,True,False,False,False
227,Mumbai,2026-06-09,False,True,True,True,False,False
228,Hyderabad,2026-06-02,False,True,True,True,True,False
229,Hyderabad,2026-05-27,False,True,True,True,False,False
230,Bengaluru,2026-05-31,False,True,True,True,True,True
231,Hyderabad,2026-05-02,True,True,True,True,True,True
232,Delhi,2026-06-10,False,True,True,True,True,True
233,Kolkata,2026-05-19,False,True,True,True,True,True
234,Kolkata,2026-06-06,False,True,True,False,False,False
235,Mumbai,2026-05-04,True,True,True,False,False,False
236,Mumbai,2026-06-23,True,True,True,False,False,False
237,Mumbai,2026-05-14,False,True,False,False,False,False
238,Hyderabad,2026-06-28,True,True,True,False,False,False
239,Bengaluru,2026-06-02,False,True,True,True,True,True
240,Kolkata,2026-06-03,False,True,False,False,False,False
241,Pune,2026-06-10,False,True,True,False,False,False
242,Hyderabad,2026-06-01,False,True,True,False,False,False
243,Bengaluru,2026-05-03,True,True,False,False,False,False
244,Hyderabad,2026-05-29,False,True,False,False,False,False
245,Bengaluru,2026-05-20,False,True,True,True,True,True
246,Mumbai,2026-06-04,False,True,True,False,False,False
247,Hyderabad,2026-05-16,True,True,True,True,True,True
248,Bengaluru,2026-06-15,False,True,True,True,True,True
249,Mumbai,2026-05-03,True,True,True,True,False,False
250,Kolkata,2026-06-13,False,True,True,True,True,True
251,Pune,2026-06-22,False,True,True,True,True,True
252,Kolkata,2026-05-18,False,True,True,True,True,True
253,Kolkata,2026-06-10,True,True,True,True,True,False
254,Kolkata,2026-05-22,False,True,True,True,False,False
255,Delhi,2026-05-02,True,True,True,False,False,False
256,Pune,2026-06-21,False,True,True,True,True,True
257,Mumbai,2026-06-11,False,True,True,True,True,True
258,Kolkata,2026-05-09,False,True,True,True,False,False
259,Mumbai,2026-05-28,False,True,True,True,True,True
260,Hyderabad,2026-05-06,False,True,True,True,True,True
261,Bengaluru,2026-05-18,True,True,True,True,False,False
262,Mumbai,2026-05-19,False,True,False,False,False,False
263,Pune,2026-06-24,True,True,True,True,True,True
264,Pune,2026-06-01,True,True,True,True,True,True
265,Kolkata,2026-05-15,False,True,True,True,True,True
266,Hyderabad,2026-06-06,False,True,True,True,True,True
267,Delhi,2026-06-05,False,True,True,True,True,True
268,Mumbai,2026-06-20,True,True,True,False,False,False
269,Pune,2026-05-18,True,True,True,False,False,False
270,Hyderabad,2026-06-17,False,True,True,False,False,False
271,Mumbai,2026-06-24,False,True,True,True,True,True
272,Kolkata,2026-06-25,True,True,True,False,False,False
273,Delhi,2026-06-28,False,True,True,True,True,True
274,Hyderabad,2026-06-25,False,True,True,True,False,False
275,Kolkata,2026-05-14,False,True,True,True,True,True
276,Bengaluru,2026-05-12,True,True,True,True,True,True
277,Pune,2026-05-12,False,True,True,False,False,False
278,Hyderabad,2026-06-16,True,True,True,True,True,True
279,Pune,2026-05-20,False,True,True,False,False,False
280,Pune,2026-06-22,False,True,True,True,True,True
281,Mumbai,2026-05-24,False,True,True,True,False,False
282,Bengaluru,2026-06-19,True,True,True,True,True,True
283,Mumbai,2026-06-11,True,True,True,True,False,False
284,Pune,2026-06-01,False,True,True,False,False,False
285,Delhi,2026-06-24,False,True,False,False,False,False
286,Kolkata,2026-06-19,False,True,True,False,False,False
287,Delhi,2026-05-12,False,True,True,False,False,False
288,Delhi,2026-05-19,False,True,False,False,False,False
289,Pune,2026-06-10,False,True,True,False,False,False
290,Kolkata,2026-05-09,False,True,True,False,False,False
291,Pune,2026-05-13,False,True,True,True,False,False
292,Hyderabad,2026-06-07,False,True,True,False,False,False
293,Bengaluru,2026-06-14,False,True,True,True,True,True
294,Hyderabad,2026-06-27,False,True,True,False,False,False
295,Delhi,2026-06-02,False,True,True,True,True,True
296,Kolkata,2026-05-14,False,True,True,True,False,False
297,Mumbai,2026-05-06,False,True,False,False,False,False
298,Delhi,2026-05-12,False,True,True,True,True,True
299,Kolkata,2026-06-15,True,True,True,False,False,False
300,Bengaluru,2026-06-24,True,True,False,False,False,False
301,Delhi,2026-06-05,True,True,False,False,False,False
302,Pune,2026-05-13,False,True,True,True,True,True
303,Bengaluru,2026-05-29,False,True,True,True,True,True
304,Delhi,2026-05-13,True,True,True,True,False,False
305,Mumbai,2026-06-08,True,True,True,False,False,False
306,Mumbai,2026-06-11,False,True,False,False,False,False
307,Kolkata,2026-05-07,False,True,True,True,True,True
308,Kolkata,2026-06-23,False,True,True,True,True,True
309,Delhi,2026-06-11,False,True,False,False,False,False
310,Mumbai,2026-05-27,False,True,True,True,True,True
311,Mumbai,2026-05-19,False,True,True,True,True,True
312,Mumbai,2026-06-02,True,True,True,True,False,False
313,Hyderabad,2026-05-07,False,True,True,True,True,True
314,Mumbai,2026-06-04,False,True,True,False,False,False
315,Pune,2026-06-08,False,True,True,True,False,False
316,Hyderabad,2026-05-26,False,True,True,False,False,False
317,Hyderabad,2026-06-09,False,True,True,True,True,True
318,Hyderabad,2026-05-13,False,True,True,True,True,True
319,Kolkata,2026-05-08,False,True,True,True,True,True
320,Hyderabad,2026-05-02,False,True,True,False,False,False
321,Hyderabad,2026-05-08,False,True,True,True,True,True
322,Mumbai,2026-05-30,False,True,True,False,False,False
323,Hyderabad,2026-05-08,False,True,True,False,False,False
324,Hyderabad,2026-06-20,False,True,True,False,False,False
325,Hyderabad,2026-05-01,False,True,True,True,True,True
326,Delhi,2026-06-22,False,True,True,False,False,False
327,Kolkata,2026-06-05,False,True,True,True,True,False
328,Delhi,2026-05-01,False,True,True,True,True,True
329,Bengaluru,2026-05-22,False,True,True,False,False,False
330,Mumbai,2026-05-12,True,True,False,False,False,False
331,Mumbai,2026-06-14,False,True,True,False,False,False
332,Kolkata,2026-05-03,True,True,True,True,True,True
333,Mumbai,2026-06-04,False,True,True,False,False,False
334,Delhi,2026-05-02,False,True,True,False,False,False
335,Kolkata,2026-05-01,True,True,True,False,False,False
336,Bengaluru,2026-06-04,False,True,True,True,True,True
337,Delhi,2026-05-15,False,True,False,False,False,False
338,Hyderabad,2026-05-13,False,True,False,False,False,False
339,Pune,2026-06-29,True,True,True,True,False,False
340,Bengaluru,2026-05-31,False,True,True,False,False,False
341,Mumbai,2026-05-11,False,True,True,True,True,True
342,Pune,2026-05-09,True,True,True,True,False,False
343,Delhi,2026-05-04,False,True,True,True,True,True
344,Hyderabad,2026-06-29,False,True,True,False,False,False
345,Kolkata,2026-06-04,False,True,True,True,True,True
346,Kolkata,2026-06-24,True,True,True,True,True,True
347,Mumbai,2026-06-25,True,True,True,True,True,False
348,Mumbai,2026-06-06,False,True,False,False,False,False
349,Bengaluru,2026-06-18,False,True,True,True,True,True
350,Hyderabad,2026-06-03,False,True,True,False,False,False
351,Delhi,2026-05-29,False,True,True,True,False,False
352,Delhi,2026-05-17,False,True,True,False,False,False
353,Pune,2026-06-02,False,True,True,True,True,True
354,Mumbai,2026-05-08,False,True,False,False,False,False
355,Delhi,2026-06-29,True,True,True,False,False,False
356,Hyderabad,2026-05-01,True,True,True,True,False,False
357,Delhi,2026-06-14,True,True,True,True,False,False
358,Mumbai,2026-05-31,False,True,True,True,True,True
359,Bengaluru,2026-06-27,False,True,True,False,False,False
360,Mumbai,2026-06-07,False,True,True,True,False,False
361,Delhi,2026-05-09,True,True,True,True,False,False
362,Kolkata,2026-06-10,True,True,True,True,False,False
363,Pune,2026-06-05,False,True,True,False,False,False
364,Pune,2026-06-01,False,True,True,False,False,False
365,Bengaluru,2026-05-10,False,True,True,False,False,False
366,Delhi,2026-06-09,False,True,True,True,False,False
367,Kolkata,2026-05-20,False,True,True,True,True,True
368,Kolkata,2026-06-24,False,True,True,True,True,True
369,Kolkata,2026-05-08,True,True,True,True,True,True
370,Kolkata,2026-06-12,False,True,True,True,True,True
371,Hyderabad,2026-05-27,False,True,False,False,False,False
372,Hyderabad,2026-05-13,False,True,True,False,False,False
373,Bengaluru,2026-06-23,False,True,True,False,False,False
374,Delhi,2026-06-06,True,True,True,True,True,True
375,Delhi,2026-05-04,False,True,True,True,True,True
376,Kolkata,2026-06-08,False,True,True,False,False,False
377,Delhi,2026-06-21,False,True,True,False,False,False
378,Hyderabad,2026-05-17,False,True,True,False,False,False
379,Hyderabad,2026-05-11,False,True,True,False,False,False
380,Bengaluru,2026-06-06,False,True,True,True,False,False
381,Kolkata,2026-06-04,True,True,True,False,False,False
382,Pune,2026-05-10,False,True,True,True,True,True
383,Hyderabad,2026-05-29,False,True,True,True,True,True
384,Kolkata,2026-05-24,False,True,True,False,False,False
385,Hyderabad,2026-05-19,True,True,True,True,True,True
386,Kolkata,2026-06-22,False,True,True,True,True,True
387,Delhi,2026-05-18,False,True,True,True,False,False
388,Delhi,2026-06-29,False,True,True,True,True,True
389,Kolkata,2026-06-16,False,True,True,True,True,True
390,Pune,2026-05-10,True,True,True,True,False,False
391,Pune,2026-05-06,False,True,True,True,True,True
392,Bengaluru,2026-05-05,False,True,True,True,True,True
393,Kolkata,2026-05-26,False,True,True,False,False,False
394,Delhi,2026-05-24,True,True,True,False,False,False
395,Hyderabad,2026-06-13,False,True,True,False,False,False
396,Hyderabad,2026-05-21,False,True,True,True,True,True
397,Hyderabad,2026-05-14,False,True,True,True,True,True
398,Hyderabad,2026-05-09,True,True,True,True,False,False
399,Delhi,2026-05-21,False,True,True,True,False,False
400,Mumbai,2026-06-01,False,True,True,False,False,False
401,Pune,2026-06-11,False,True,True,False,False,False
402,Pune,2026-06-27,True,True,False,False,False,False
403,Mumbai,2026-06-06,False,True,True,True,True,True
404,Delhi,2026-06-02,False,True,True,True,False,False
405,Delhi,2026-05-17,False,True,False,False,False,False
406,Hyderabad,2026-06-27,False,True,True,False,False,False
407,Mumbai,2026-05-06,False,True,True,False,False,False
408,Pune,2026-05-02,True,True,True,True,False,False
409,Bengaluru,2026-06-08,False,True,True,True,False,False
410,Mumbai,2026-06-04,True,True,True,False,False,False
411,Pune,2026-05-20,False,True,True,False,False,False
412,Pune,2026-05-15,False,True,True,False,False,False
413,Delhi,2026-06-09,False,True,False,False,False,False
414,Mumbai,2026-05-25,False,True,True,True,True,True
415,Hyderabad,2026-05-23,False,True,True,True,False,False
416,Hyderabad,2026-05-10,False,True,True,True,True,True
417,Delhi,2026-06-16,False,True,True,False,False,False
418,Hyderabad,2026-05-20,False,True,True,True,True,True
419,Bengaluru,2026-06-09,True,True,True,True,True,True
420,Bengaluru,2026-06-06,True,True,True,True,False,False
421,Hyderabad,2026-05-11,False,True,True,False,False,False
422,Pune,2026-05-21,False,True,True,True,False,False
423,Bengaluru,2026-06-24,True,True,True,False,False,False
424,Hyderabad,2026-05-25,False,True,True,True,False,False
425,Hyderabad,2026-05-29,True,True,True,False,False,False
426,Hyderabad,2026-06-13,False,True,False,False,False,False
427,Hyderabad,2026-06-13,False,True,True,True,False,False
428,Kolkata,2026-05-26,True,True,True,True,False,False
429,Bengaluru,2026-06-21,False,True,False,False,False,False
430,Mumbai,2026-06-27,False,True,True,True,True,True
431,Kolkata,2026-05-15,False,True,True,True,True,True
432,Hyderabad,2026-06-16,False,True,True,False,False,False
433,Bengaluru,2026-05-04,False,True,True,True,True,True
434,Pune,2026-06-15,False,True,True,False,False,False
435,Delhi,2026-06-04,False,True,True,False,False,False
436,Kolkata,2026-06-28,False,True,True,True,True,True
437,Pune,2026-05-08,False,True,True,True,True,True
438,Kolkata,2026-05-26,True,True,False,False,False,False
439,Delhi,2026-05-19,False,True,False,False,False,False
440,Bengaluru,2026-05-09,False,True,True,False,False,False
441,Delhi,2026-06-28,False,True,True,True,True,True
442,Pune,2026-06-05,True,True,True,True,True,True
443,Bengaluru,2026-06-22,False,True,True,True,True,True
444,Mumbai,2026-06-10,False,True,True,True,True,True
445,Kolkata,2026-06-18,False,True,True,True,False,False
446,Pune,2026-05-21,False,True,True,False,False,False
447,Delhi,2026-06-22,False,True,True,False,False,False
448,Delhi,2026-06-03,False,True,True,True,True,True
449,Hyderabad,2026-06-15,False,True,True,True,True,True
450,Bengaluru,2026-06-07,False,True,True,False,False,False
451,Hyderabad,2026-05-28,False,True,True,False,False,False
452,Hyderabad,2026-05-02,False,True,True,True,True,True
453,Kolkata,2026-05-25,False,True,True,True,False,False
454,Bengaluru,2026-06-29,False,True,True,True,True,True
455,Pune,2026-05-20,True,True,True,True,True,True
456,Bengaluru,2026-05-20,False,True,True,True,True,True
457,Bengaluru,2026-06-23,False,True,False,False,False,False
458,Pune,2026-06-18,False,True,True,True,True,True
459,Pune,2026-05-11,False,True,True,True,True,True
460,Bengaluru,2026-05-12,False,True,False,False,False,False
461,Pune,2026-05-12,False,True,True,True,False,False
462,Pune,2026-05-08,False,True,True,True,False,False
463,Delhi,2026-06-16,False,True,True,True,False,False
464,Hyderabad,2026-05-18,False,True,True,True,False,False
465,Hyderabad,2026-06-27,False,True,True,False,False,False
466,Pune,2026-06-10,False,True,True,False,False,False
467,Kolkata,2026-05-18,True,True,True,True,True,True
468,Pune,2026-05-02,False,True,True,False,False,False
469,Mumbai,2026-05-17,False,True,True,True,True,True
470,Pune,2026-05-21,False,True,True,True,False,False
471,Kolkata,2026-05-28,False,True,True,False,False,False
472,Pune,2026-06-24,False,True,True,False,False,False
473,Hyderabad,2026-06-03,False,True,True,True,False,False
474,Bengaluru,2026-06-17,True,True,True,True,True,True
475,Mumbai,2026-06-25,True,True,True,False,False,False
476,Delhi,2026-05-01,False,True,False,False,False,False
477,Mumbai,2026-06-29,False,True,True,True,False,False
478,Bengaluru,2026-06-18,False,True,True,False,False,False
479,Hyderabad,2026-06-25,False,True,False,False,False,False
480,Hyderabad,2026-06-18,True,True,True,True,False,False
481,Bengaluru,2026-06-14,True,True,True,True,True,True
482,Mumbai,2026-05-06,False,True,True,True,False,False
483,Pune,2026-06-06,False,True,False,False,False,False
484,Kolkata,2026-05-04,False,True,False,False,False,False
485,Pune,2026-05-13,True,True,True,True,False,False
486,Kolkata,2026-05-04,False,True,False,False,False,False
487,Pune,2026-06-03,False,True,True,True,True,True
488,Pune,2026-06-20,False,True,True,True,True,True
489,Hyderabad,2026-06-20,False,True,True,True,True,True
490,Hyderabad,2026-06-20,False,True,True,False,False,False
491,Kolkata,2026-06-26,False,True,True,True,True,True
492,Pune,2026-06-05,True,True,False,False,False,False
493,Bengaluru,2026-06-22,False,True,True,True,True,True
494,Hyderabad,2026-05-05,False,True,True,True,False,False
495,Delhi,2026-06-20,False,True,True,False,False,False
496,Kolkata,2026-06-24,True,True,True,True,False,False
497,Bengaluru,2026-05-11,False,True,False,False,False,False
498,Delhi,2026-06-20,False,True,False,False,False,False
499,Hyderabad,2026-06-20,False,True,True,True,True,False
500,Hyderabad,2026-06-14,False,True,True,False,False,False
501,Bengaluru,2026-06-07,False,True,True,True,True,True
502,Mumbai,2026-06-01,True,True,False,False,False,False
503,Bengaluru,2026-06-23,False,True,True,False,False,False
504,Hyderabad,2026-05-02,False,True,True,False,False,False
505,Kolkata,2026-06-16,True,True,False,False,False,False
506,Mumbai,2026-06-18,True,True,True,True,True,True
507,Pune,2026-05-13,False,True,True,False,False,False
508,Delhi,2026-06-05,False,True,True,True,True,True
509,Hyderabad,2026-05-30,False,True,True,True,True,True
510,Mumbai,2026-06-14,False,True,False,False,False,False
511,Mumbai,2026-06-09,False,True,True,False,False,False
512,Kolkata,2026-06-29,False,True,True,False,False,False
513,Hyderabad,2026-06-03,False,True,True,False,False,False
514,Kolkata,2026-06-24,False,True,False,False,False,False
515,Pune,2026-06-08,False,True,True,False,False,False
516,Pune,2026-05-19,True,True,True,False,False,False
517,Delhi,2026-06-24,False,True,True,True,True,True
518,Mumbai,2026-05-14,False,True,True,True,True,True
